               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 322,            0.031682,           0.0073258,           0.0026005,             0.99526,                   1,               0.995,              0.6941,            0.012257,           0.0037061,           0.0021688,           0.0036442,           0.0036442,           0.0036442
                 323,            0.026885,           0.0061676,            0.002445,             0.99723,                   1,               0.995,             0.89512,           0.0095664,           0.0036021,           0.0021724,           0.0036244,           0.0036244,           0.0036244
                 324,            0.022965,             0.00695,           0.0025184,             0.99723,                   1,               0.995,             0.89512,           0.0095664,           0.0036021,           0.0021724,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017667,           0.0049075,           0.0023903,             0.99721,                   1,               0.995,             0.90599,           0.0084973,           0.0035672,           0.0021554,           0.0035848,           0.0035848,           0.0035848
                 326,            0.024147,           0.0068524,           0.0024905,             0.99721,                   1,               0.995,             0.90599,           0.0084973,           0.0035672,           0.0021554,            0.003565,            0.003565,            0.003565
                 327,            0.026326,           0.0060206,           0.0023642,             0.99721,                   1,               0.995,             0.76996,            0.011577,           0.0037496,           0.0021579,           0.0035452,           0.0035452,           0.0035452
                 328,             0.02485,           0.0074851,           0.0027464,             0.99721,                   1,               0.995,             0.76996,            0.011577,           0.0037496,           0.0021579,           0.0035254,           0.0035254,           0.0035254
                 329,            0.027367,           0.0086263,           0.0026616,              0.9972,                   1,               0.995,             0.79006,           0.0085918,           0.0035109,           0.0021584,           0.0035056,           0.0035056,           0.0035056
                 330,            0.030978,           0.0086242,           0.0034733,              0.9972,                   1,               0.995,             0.79006,           0.0085918,           0.0035109,           0.0021584,           0.0034858,           0.0034858,           0.0034858
                 331,            0.029593,           0.0072774,           0.0025709,             0.99724,                   1,               0.995,             0.86548,            0.010505,           0.0036611,           0.0021208,            0.003466,            0.003466,            0.003466
                 332,            0.022465,           0.0059727,           0.0022954,             0.99724,                   1,               0.995,             0.86548,            0.010505,           0.0036611,           0.0021208,           0.0034462,           0.0034462,           0.0034462
                 333,            0.017603,           0.0050357,           0.0023234,             0.99723,                   1,               0.995,             0.81256,            0.010315,           0.0035081,           0.0021225,           0.0034264,           0.0034264,           0.0034264
                 334,            0.026783,           0.0070765,           0.0024339,             0.99723,                   1,               0.995,             0.81256,            0.010315,           0.0035081,           0.0021225,           0.0034066,           0.0034066,           0.0034066
                 335,            0.028506,           0.0069002,           0.0025464,             0.99723,                   1,               0.995,             0.82527,           0.0083065,           0.0033696,           0.0021139,           0.0033868,           0.0033868,           0.0033868
                 336,            0.022008,           0.0069997,           0.0022964,             0.99723,                   1,               0.995,             0.82527,           0.0083065,           0.0033696,           0.0021139,            0.003367,            0.003367,            0.003367
                 337,            0.021402,            0.007938,           0.0024054,              0.9973,                   1,               0.995,             0.88836,           0.0088143,           0.0034956,           0.0021017,           0.0033472,           0.0033472,           0.0033472
                 338,            0.026185,           0.0063519,           0.0022879,              0.9973,                   1,               0.995,             0.88836,           0.0088143,           0.0034956,           0.0021017,           0.0033274,           0.0033274,           0.0033274
                 339,            0.025984,           0.0082928,           0.0023916,             0.99733,                   1,               0.995,             0.78134,           0.0099168,            0.003484,           0.0020999,           0.0033076,           0.0033076,           0.0033076
                 340,            0.024489,            0.010109,           0.0024635,             0.99733,                   1,               0.995,             0.78134,           0.0099168,            0.003484,           0.0020999,           0.0032878,           0.0032878,           0.0032878
                 341,            0.028463,           0.0078267,           0.0024031,             0.99737,                   1,               0.995,             0.85718,           0.0089733,           0.0034771,           0.0020895,            0.003268,            0.003268,            0.003268
                 342,            0.031979,            0.009546,           0.0025029,             0.99737,                   1,               0.995,             0.85718,           0.0089733,           0.0034771,           0.0020895,           0.0032482,           0.0032482,           0.0032482
                 343,            0.027893,           0.0071311,           0.0024099,             0.99735,                   1,               0.995,             0.78734,            0.010828,           0.0035562,           0.0020792,           0.0032284,           0.0032284,           0.0032284
                 344,            0.023196,           0.0077753,           0.0028349,             0.99735,                   1,               0.995,             0.78734,            0.010828,           0.0035562,           0.0020792,           0.0032086,           0.0032086,           0.0032086
                 345,            0.026391,           0.0087889,           0.0027147,             0.99732,                   1,               0.995,             0.87214,           0.0074745,           0.0032123,           0.0020787,           0.0031888,           0.0031888,           0.0031888
                 346,            0.022966,           0.0072319,           0.0025359,             0.99732,                   1,               0.995,             0.87214,           0.0074745,           0.0032123,           0.0020787,            0.003169,            0.003169,            0.003169
                 347,            0.025735,           0.0071179,           0.0024101,             0.99727,                   1,               0.995,             0.79102,            0.012698,             0.00376,           0.0020724,           0.0031492,           0.0031492,           0.0031492
                 348,            0.026887,           0.0062516,           0.0023725,             0.99727,                   1,               0.995,             0.79102,            0.012698,             0.00376,           0.0020724,           0.0031294,           0.0031294,           0.0031294
                 349,            0.023191,           0.0069846,           0.0023984,             0.99723,                   1,               0.995,             0.94413,           0.0061522,            0.003197,           0.0020815,           0.0031096,           0.0031096,           0.0031096
                 350,            0.024463,           0.0076066,           0.0024268,             0.99723,                   1,               0.995,             0.94413,           0.0061522,            0.003197,           0.0020815,           0.0030898,           0.0030898,           0.0030898
                 351,            0.023399,           0.0062508,           0.0025255,             0.99721,                   1,               0.995,             0.77726,            0.010315,           0.0035332,           0.0020812,             0.00307,             0.00307,             0.00307
                 352,            0.022411,           0.0074822,           0.0024615,             0.99721,                   1,               0.995,             0.77726,            0.010315,           0.0035332,           0.0020812,           0.0030502,           0.0030502,           0.0030502
                 353,             0.02488,           0.0070151,           0.0025193,             0.99725,                   1,               0.995,              0.9288,           0.0062927,           0.0031902,           0.0020746,           0.0030304,           0.0030304,           0.0030304
                 354,            0.019763,           0.0089076,            0.002478,             0.99725,                   1,               0.995,              0.9288,           0.0062927,           0.0031902,           0.0020746,           0.0030106,           0.0030106,           0.0030106
                 355,            0.023815,           0.0068007,           0.0025209,             0.99725,                   1,               0.995,             0.81675,           0.0090401,           0.0033679,           0.0020613,           0.0029908,           0.0029908,           0.0029908
                 356,            0.020557,           0.0067524,           0.0022705,             0.99725,                   1,               0.995,             0.81675,           0.0090401,           0.0033679,           0.0020613,            0.002971,            0.002971,            0.002971
                 357,            0.026019,           0.0067297,           0.0025189,             0.99724,                   1,               0.995,             0.92344,           0.0065061,           0.0032311,            0.002044,           0.0029512,           0.0029512,           0.0029512
                 358,            0.013339,           0.0055431,           0.0022892,             0.99724,                   1,               0.995,             0.92344,           0.0065061,           0.0032311,            0.002044,           0.0029314,           0.0029314,           0.0029314
                 359,            0.024426,           0.0069626,           0.0024658,             0.99718,                   1,               0.995,             0.90626,           0.0064751,           0.0032504,           0.0020367,           0.0029116,           0.0029116,           0.0029116
                 360,            0.025139,           0.0062251,           0.0038971,             0.99718,                   1,               0.995,             0.90626,           0.0064751,           0.0032504,           0.0020367,           0.0028918,           0.0028918,           0.0028918
                 361,            0.022602,           0.0073426,           0.0024852,             0.99727,                   1,               0.995,             0.85675,           0.0097577,           0.0036185,           0.0020044,            0.002872,            0.002872,            0.002872
                 362,            0.021038,           0.0062382,           0.0022202,             0.99727,                   1,               0.995,             0.85675,           0.0097577,           0.0036185,           0.0020044,           0.0028522,           0.0028522,           0.0028522
                 363,            0.024849,           0.0072514,           0.0024476,             0.99725,                   1,               0.995,             0.91846,           0.0062361,           0.0034447,           0.0020248,           0.0028324,           0.0028324,           0.0028324
                 364,            0.022797,             0.00535,           0.0029182,             0.99725,                   1,               0.995,             0.91846,           0.0062361,           0.0034447,           0.0020248,           0.0028126,           0.0028126,           0.0028126
                 365,            0.017505,           0.0056826,           0.0021143,             0.99724,                   1,               0.995,             0.89811,           0.0077281,           0.0036002,           0.0020206,           0.0027928,           0.0027928,           0.0027928
                 366,            0.026631,           0.0059877,           0.0025496,             0.99724,                   1,               0.995,             0.89811,           0.0077281,           0.0036002,           0.0020206,            0.002773,            0.002773,            0.002773
                 367,            0.020259,           0.0062518,           0.0022712,             0.99722,                   1,               0.995,             0.91699,           0.0065598,           0.0034984,           0.0020105,           0.0027532,           0.0027532,           0.0027532
                 368,              0.0219,           0.0058982,           0.0021394,             0.99722,                   1,               0.995,             0.91699,           0.0065598,           0.0034984,           0.0020105,           0.0027334,           0.0027334,           0.0027334
                 369,            0.020649,           0.0075955,           0.0022611,             0.99728,                   1,               0.995,             0.93983,           0.0066341,           0.0035426,            0.001985,           0.0027136,           0.0027136,           0.0027136
                 370,             0.01686,            0.004567,           0.0019981,             0.99728,                   1,               0.995,             0.93983,           0.0066341,           0.0035426,            0.001985,           0.0026938,           0.0026938,           0.0026938
                 371,            0.026579,           0.0084971,           0.0023611,             0.99726,                   1,               0.995,             0.92604,           0.0078548,           0.0036953,           0.0019648,            0.002674,            0.002674,            0.002674
                 372,            0.023619,           0.0079866,           0.0021839,             0.99726,                   1,               0.995,             0.92604,           0.0078548,           0.0036953,           0.0019648,           0.0026542,           0.0026542,           0.0026542
                 373,            0.024353,           0.0076663,           0.0024079,             0.99728,                   1,               0.995,             0.91574,           0.0090474,            0.003763,           0.0019361,           0.0026344,           0.0026344,           0.0026344
                 374,             0.02176,           0.0060061,           0.0021372,             0.99728,                   1,               0.995,             0.91574,           0.0090474,            0.003763,           0.0019361,           0.0026146,           0.0026146,           0.0026146
                 375,            0.027408,           0.0052603,            0.002202,             0.99729,                   1,               0.995,             0.91007,           0.0072987,            0.003523,           0.0019027,           0.0025948,           0.0025948,           0.0025948
                 376,            0.020167,           0.0066765,           0.0022057,             0.99729,                   1,               0.995,             0.91007,           0.0072987,            0.003523,           0.0019027,            0.002575,            0.002575,            0.002575
                 377,             0.02157,           0.0076328,           0.0023141,              0.9973,                   1,               0.995,             0.90781,           0.0070593,           0.0035515,           0.0018854,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014866,           0.0054469,           0.0020162,              0.9973,                   1,               0.995,             0.90781,           0.0070593,           0.0035515,           0.0018854,           0.0025354,           0.0025354,           0.0025354
                 379,            0.023214,           0.0075042,           0.0022018,             0.99731,                   1,               0.995,             0.86352,           0.0095446,           0.0037787,           0.0018737,           0.0025156,           0.0025156,           0.0025156
                 380,            0.020973,           0.0069654,           0.0020327,             0.99731,                   1,               0.995,             0.86352,           0.0095446,           0.0037787,           0.0018737,           0.0024958,           0.0024958,           0.0024958
                 381,            0.025874,           0.0083984,           0.0022304,             0.99729,                   1,               0.995,             0.91302,           0.0070421,             0.00344,           0.0018622,            0.002476,            0.002476,            0.002476
                 382,            0.023939,           0.0067258,           0.0021807,             0.99729,                   1,               0.995,             0.91302,           0.0070421,             0.00344,           0.0018622,           0.0024562,           0.0024562,           0.0024562
                 383,            0.018045,           0.0080236,           0.0022406,             0.99731,                   1,               0.995,             0.86978,           0.0080287,           0.0034804,           0.0018641,           0.0024364,           0.0024364,           0.0024364
                 384,            0.023358,           0.0086375,           0.0021861,             0.99731,                   1,               0.995,             0.86978,           0.0080287,           0.0034804,           0.0018641,           0.0024166,           0.0024166,           0.0024166
                 385,            0.018972,           0.0072914,           0.0021109,             0.99727,                   1,               0.995,             0.93603,           0.0060295,           0.0032804,           0.0018609,           0.0023968,           0.0023968,           0.0023968
                 386,            0.022446,           0.0067901,           0.0021876,             0.99727,                   1,               0.995,             0.93603,           0.0060295,           0.0032804,           0.0018609,            0.002377,            0.002377,            0.002377
                 387,            0.021149,           0.0083309,             0.00223,             0.99728,                   1,               0.995,             0.89367,           0.0074544,           0.0034048,           0.0018462,           0.0023572,           0.0023572,           0.0023572
                 388,            0.017108,           0.0049266,           0.0022206,             0.99728,                   1,               0.995,             0.89367,           0.0074544,           0.0034048,           0.0018462,           0.0023374,           0.0023374,           0.0023374
                 389,            0.018992,           0.0063793,           0.0021537,             0.99732,                   1,               0.995,             0.91893,           0.0059978,           0.0032732,           0.0018248,           0.0023176,           0.0023176,           0.0023176
                 390,            0.024108,           0.0086151,           0.0021722,             0.99732,                   1,               0.995,             0.91893,           0.0059978,           0.0032732,           0.0018248,           0.0022978,           0.0022978,           0.0022978
                 391,            0.015558,           0.0044375,           0.0019485,              0.9973,                   1,               0.995,             0.92401,            0.007336,           0.0034361,            0.001823,            0.002278,            0.002278,            0.002278
                 392,            0.019152,           0.0067662,           0.0021939,              0.9973,                   1,               0.995,             0.92401,            0.007336,           0.0034361,            0.001823,           0.0022582,           0.0022582,           0.0022582
                 393,            0.020188,           0.0082045,           0.0025443,             0.99734,                   1,               0.995,             0.91685,           0.0064284,           0.0033454,           0.0018194,           0.0022384,           0.0022384,           0.0022384
                 394,            0.021175,           0.0053236,           0.0021441,             0.99734,                   1,               0.995,             0.91685,           0.0064284,           0.0033454,           0.0018194,           0.0022186,           0.0022186,           0.0022186
                 395,            0.017287,           0.0066201,           0.0021137,             0.99731,                   1,               0.995,             0.92761,           0.0061938,           0.0033126,           0.0018183,           0.0021988,           0.0021988,           0.0021988
                 396,            0.019069,           0.0073882,           0.0023522,             0.99731,                   1,               0.995,             0.92761,           0.0061938,           0.0033126,           0.0018183,            0.002179,            0.002179,            0.002179
                 397,            0.015749,           0.0053729,            0.002137,             0.99731,                   1,               0.995,             0.94016,           0.0052047,           0.0031332,           0.0018041,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017172,           0.0055106,           0.0020235,             0.99731,                   1,               0.995,             0.94016,           0.0052047,           0.0031332,           0.0018041,           0.0021394,           0.0021394,           0.0021394
                 399,            0.023576,           0.0072311,           0.0021937,             0.99735,                   1,               0.995,             0.94692,           0.0054833,           0.0031097,           0.0017878,           0.0021196,           0.0021196,           0.0021196
                 400,            0.018574,           0.0054629,           0.0020841,             0.99735,                   1,               0.995,             0.94692,           0.0054833,           0.0031097,           0.0017878,           0.0020998,           0.0020998,           0.0020998
                 401,            0.019687,           0.0076052,           0.0021737,             0.99731,                   1,               0.995,             0.89355,           0.0069271,           0.0031984,           0.0017769,             0.00208,             0.00208,             0.00208
                 402,            0.018839,            0.005251,           0.0019464,             0.99731,                   1,               0.995,             0.89355,           0.0069271,           0.0031984,           0.0017769,           0.0020602,           0.0020602,           0.0020602
                 403,             0.02073,           0.0066788,           0.0020149,             0.99731,                   1,               0.995,             0.91736,           0.0064986,           0.0031657,           0.0017565,           0.0020404,           0.0020404,           0.0020404
                 404,            0.020913,           0.0077707,           0.0024307,             0.99731,                   1,               0.995,             0.91736,           0.0064986,           0.0031657,           0.0017565,           0.0020206,           0.0020206,           0.0020206
                 405,            0.014088,           0.0043837,           0.0019013,              0.9973,                   1,               0.995,              0.9302,           0.0065266,           0.0031154,           0.0017494,           0.0020008,           0.0020008,           0.0020008
                 406,             0.01625,           0.0047099,           0.0018889,              0.9973,                   1,               0.995,              0.9302,           0.0065266,           0.0031154,           0.0017494,            0.001981,            0.001981,            0.001981
                 407,            0.016093,           0.0058201,           0.0019448,             0.99728,                   1,               0.995,             0.93754,            0.006096,           0.0030991,           0.0017278,           0.0019612,           0.0019612,           0.0019612
                 408,            0.019852,           0.0050839,           0.0019701,             0.99728,                   1,               0.995,             0.93754,            0.006096,           0.0030991,           0.0017278,           0.0019414,           0.0019414,           0.0019414
                 409,            0.017546,           0.0049255,           0.0019537,              0.9973,                   1,               0.995,             0.94102,           0.0060163,           0.0030732,           0.0017225,           0.0019216,           0.0019216,           0.0019216
                 410,            0.020416,           0.0073403,           0.0020293,              0.9973,                   1,               0.995,             0.94102,           0.0060163,           0.0030732,           0.0017225,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015217,           0.0058415,           0.0018559,             0.99731,                   1,               0.995,             0.92489,           0.0064302,           0.0031422,           0.0017056,            0.001882,            0.001882,            0.001882
                 412,            0.020946,           0.0053975,           0.0019626,             0.99731,                   1,               0.995,             0.92489,           0.0064302,           0.0031422,           0.0017056,           0.0018622,           0.0018622,           0.0018622
                 413,            0.021624,            0.006913,           0.0019858,             0.99727,                   1,               0.995,             0.89677,           0.0060848,            0.003073,            0.001701,           0.0018424,           0.0018424,           0.0018424
                 414,            0.022162,           0.0067438,           0.0019931,             0.99727,                   1,               0.995,             0.89677,           0.0060848,            0.003073,            0.001701,           0.0018226,           0.0018226,           0.0018226
                 415,            0.019034,            0.005906,           0.0020621,             0.99727,                   1,               0.995,             0.96632,             0.00549,            0.002994,           0.0016852,           0.0018028,           0.0018028,           0.0018028
                 416,            0.019063,           0.0050027,           0.0019873,             0.99727,                   1,               0.995,             0.96632,             0.00549,            0.002994,           0.0016852,            0.001783,            0.001783,            0.001783
                 417,            0.022817,           0.0063011,            0.001972,             0.99732,                   1,               0.995,              0.9061,           0.0063913,           0.0030543,           0.0016799,           0.0017632,           0.0017632,           0.0017632
                 418,            0.013651,           0.0041383,           0.0018448,             0.99732,                   1,               0.995,              0.9061,           0.0063913,           0.0030543,           0.0016799,           0.0017434,           0.0017434,           0.0017434
                 419,            0.015612,           0.0055087,           0.0018517,              0.9973,                   1,               0.995,              0.9525,           0.0056168,           0.0029814,           0.0016674,           0.0017236,           0.0017236,           0.0017236
                 420,            0.019614,           0.0075966,           0.0019744,              0.9973,                   1,               0.995,              0.9525,           0.0056168,           0.0029814,           0.0016674,           0.0017038,           0.0017038,           0.0017038
                 421,            0.028517,           0.0065204,           0.0046711,             0.99732,                   1,               0.995,             0.95466,           0.0052071,           0.0029726,           0.0016607,            0.001684,            0.001684,            0.001684
                 422,            0.011009,           0.0046195,           0.0017292,             0.99732,                   1,               0.995,             0.95466,           0.0052071,           0.0029726,           0.0016607,           0.0016642,           0.0016642,           0.0016642
                 423,            0.014228,           0.0064597,           0.0018826,             0.99735,                   1,               0.995,             0.92246,           0.0069254,           0.0031543,           0.0016559,           0.0016444,           0.0016444,           0.0016444
                 424,            0.020948,           0.0076468,           0.0027747,             0.99735,                   1,               0.995,             0.92246,           0.0069254,           0.0031543,           0.0016559,           0.0016246,           0.0016246,           0.0016246
                 425,            0.019152,           0.0056783,           0.0018864,             0.99736,                   1,               0.995,             0.96492,           0.0052605,            0.002932,           0.0016376,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015882,           0.0058835,           0.0018854,             0.99736,                   1,               0.995,             0.96492,           0.0052605,            0.002932,           0.0016376,            0.001585,            0.001585,            0.001585
                 427,            0.017387,           0.0070837,           0.0019879,             0.99734,                   1,               0.995,             0.95579,           0.0055711,            0.002989,           0.0016312,           0.0015652,           0.0015652,           0.0015652
                 428,            0.019997,           0.0065638,           0.0020037,             0.99734,                   1,               0.995,             0.95579,           0.0055711,            0.002989,           0.0016312,           0.0015454,           0.0015454,           0.0015454
                 429,            0.016128,            0.004459,           0.0017973,             0.99738,                   1,               0.995,             0.92141,           0.0068848,           0.0031602,           0.0016279,           0.0015256,           0.0015256,           0.0015256
                 430,            0.019716,           0.0078659,           0.0020769,             0.99738,                   1,               0.995,             0.92141,           0.0068848,           0.0031602,           0.0016279,           0.0015058,           0.0015058,           0.0015058
                 431,            0.022217,           0.0060872,           0.0019757,             0.99739,                   1,               0.995,             0.95715,           0.0052092,           0.0029911,           0.0016192,            0.001486,            0.001486,            0.001486
                 432,            0.018113,           0.0054054,           0.0018384,             0.99739,                   1,               0.995,             0.95715,           0.0052092,           0.0029911,           0.0016192,           0.0014662,           0.0014662,           0.0014662
                 433,            0.017301,           0.0058942,           0.0018355,             0.99737,                   1,               0.995,             0.97432,           0.0057045,           0.0029859,           0.0016109,           0.0014464,           0.0014464,           0.0014464
                 434,            0.018881,           0.0073493,           0.0019142,             0.99737,                   1,               0.995,             0.97432,           0.0057045,           0.0029859,           0.0016109,           0.0014266,           0.0014266,           0.0014266
                 435,             0.01514,            0.006249,           0.0019657,             0.99738,                   1,               0.995,             0.95606,           0.0046699,           0.0029095,           0.0016044,           0.0014068,           0.0014068,           0.0014068
                 436,            0.015511,           0.0078807,           0.0018322,             0.99738,                   1,               0.995,             0.95606,           0.0046699,           0.0029095,           0.0016044,            0.001387,            0.001387,            0.001387
                 437,            0.014108,           0.0056542,           0.0018456,             0.99739,                   1,               0.995,             0.93577,           0.0065258,           0.0031507,           0.0015922,           0.0013672,           0.0013672,           0.0013672
                 438,            0.022666,            0.008135,           0.0019661,             0.99739,                   1,               0.995,             0.93577,           0.0065258,           0.0031507,           0.0015922,           0.0013474,           0.0013474,           0.0013474
                 439,            0.022075,           0.0062013,           0.0018384,             0.99745,                   1,               0.995,             0.94878,           0.0052645,           0.0030272,           0.0015824,           0.0013276,           0.0013276,           0.0013276
                 440,            0.017714,            0.006295,            0.002171,             0.99745,                   1,               0.995,             0.94878,           0.0052645,           0.0030272,           0.0015824,           0.0013078,           0.0013078,           0.0013078
                 441,            0.018409,           0.0068541,           0.0018474,             0.99746,                   1,               0.995,             0.95081,           0.0056047,           0.0030816,           0.0015761,            0.001288,            0.001288,            0.001288
                 442,             0.02564,            0.006988,              0.0031,             0.99746,                   1,               0.995,             0.95081,           0.0056047,           0.0030816,           0.0015761,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011568,            0.004516,           0.0016247,             0.99742,                   1,               0.995,             0.93862,           0.0057658,           0.0031642,           0.0015734,           0.0012484,           0.0012484,           0.0012484
                 444,             0.01839,           0.0064954,           0.0019985,             0.99742,                   1,               0.995,             0.93862,           0.0057658,           0.0031642,           0.0015734,           0.0012286,           0.0012286,           0.0012286
                 445,            0.018895,           0.0059648,           0.0021137,             0.99745,                   1,               0.995,              0.9623,           0.0048203,           0.0030551,           0.0015708,           0.0012088,           0.0012088,           0.0012088
                 446,            0.020664,            0.005128,            0.001804,             0.99745,                   1,               0.995,              0.9623,           0.0048203,           0.0030551,           0.0015708,            0.001189,            0.001189,            0.001189
                 447,            0.016275,           0.0055279,           0.0017611,             0.99744,                   1,               0.995,             0.96625,           0.0051451,           0.0031748,           0.0015666,           0.0011692,           0.0011692,           0.0011692
                 448,             0.01503,           0.0063425,            0.001752,             0.99744,                   1,               0.995,             0.96625,           0.0051451,           0.0031748,           0.0015666,           0.0011494,           0.0011494,           0.0011494
                 449,            0.016387,           0.0060626,           0.0019181,             0.99743,                   1,               0.995,             0.96649,           0.0050059,           0.0032063,           0.0015678,           0.0011296,           0.0011296,           0.0011296
                 450,            0.017674,           0.0076734,           0.0018326,             0.99743,                   1,               0.995,             0.96649,           0.0050059,           0.0032063,           0.0015678,           0.0011098,           0.0011098,           0.0011098
                 451,            0.016799,           0.0063488,           0.0017709,             0.99744,                   1,               0.995,             0.97661,           0.0048678,           0.0031878,           0.0015649,             0.00109,             0.00109,             0.00109
                 452,            0.017314,           0.0059552,            0.002118,             0.99744,                   1,               0.995,             0.97661,           0.0048678,           0.0031878,           0.0015649,           0.0010702,           0.0010702,           0.0010702
                 453,            0.020091,           0.0080322,           0.0019308,             0.99744,                   1,               0.995,             0.92369,           0.0054416,           0.0032499,           0.0015571,           0.0010504,           0.0010504,           0.0010504
                 454,            0.014377,           0.0052834,           0.0017194,             0.99744,                   1,               0.995,             0.92369,           0.0054416,           0.0032499,           0.0015571,           0.0010306,           0.0010306,           0.0010306
                 455,            0.016495,           0.0067545,           0.0017227,             0.99744,                   1,               0.995,             0.91844,           0.0052857,           0.0031729,           0.0015518,           0.0010108,           0.0010108,           0.0010108
                 456,            0.015452,           0.0061501,           0.0019375,             0.99744,                   1,               0.995,             0.91844,           0.0052857,           0.0031729,           0.0015518,            0.000991,            0.000991,            0.000991
                 457,            0.016718,           0.0059222,           0.0017047,             0.99746,                   1,               0.995,             0.97182,           0.0051656,           0.0030769,           0.0015398,           0.0009712,           0.0009712,           0.0009712
                 458,            0.016065,           0.0054202,           0.0018725,             0.99746,                   1,               0.995,             0.97182,           0.0051656,           0.0030769,           0.0015398,           0.0009514,           0.0009514,           0.0009514
                 459,            0.016458,           0.0057343,           0.0019675,             0.99743,                   1,               0.995,             0.97339,           0.0047697,           0.0030011,           0.0015312,           0.0009316,           0.0009316,           0.0009316
                 460,            0.017661,           0.0061729,           0.0017733,             0.99743,                   1,               0.995,             0.97339,           0.0047697,           0.0030011,           0.0015312,           0.0009118,           0.0009118,           0.0009118
                 461,            0.013363,           0.0052345,           0.0016629,             0.99744,                   1,               0.995,             0.96883,            0.004546,           0.0029137,            0.001523,            0.000892,            0.000892,            0.000892
                 462,             0.01855,           0.0062872,           0.0017888,             0.99744,                   1,               0.995,             0.96883,            0.004546,           0.0029137,            0.001523,           0.0008722,           0.0008722,           0.0008722
                 463,             0.01861,           0.0057172,            0.001787,             0.99745,                   1,               0.995,             0.97931,           0.0046893,           0.0029246,           0.0015148,           0.0008524,           0.0008524,           0.0008524
                 464,            0.017515,           0.0073815,           0.0018751,             0.99745,                   1,               0.995,             0.97931,           0.0046893,           0.0029246,           0.0015148,           0.0008326,           0.0008326,           0.0008326
                 465,            0.014476,           0.0049883,            0.001758,             0.99746,                   1,               0.995,             0.96428,           0.0049418,           0.0029618,            0.001507,           0.0008128,           0.0008128,           0.0008128
                 466,            0.019972,           0.0061842,           0.0023499,             0.99746,                   1,               0.995,             0.96428,           0.0049418,           0.0029618,            0.001507,            0.000793,            0.000793,            0.000793
                 467,            0.015953,           0.0042927,           0.0016862,             0.99742,                   1,               0.995,             0.91803,           0.0050009,           0.0029854,           0.0014994,           0.0007732,           0.0007732,           0.0007732
                 468,            0.016538,           0.0053007,           0.0017125,             0.99742,                   1,               0.995,             0.91803,           0.0050009,           0.0029854,           0.0014994,           0.0007534,           0.0007534,           0.0007534
                 469,            0.015306,            0.005707,           0.0017255,             0.99744,                   1,               0.995,             0.94872,           0.0048097,           0.0029472,           0.0014925,           0.0007336,           0.0007336,           0.0007336
                 470,            0.014135,           0.0055917,           0.0016474,             0.99744,                   1,               0.995,             0.94872,           0.0048097,           0.0029472,           0.0014925,           0.0007138,           0.0007138,           0.0007138
                 471,            0.015591,            0.006985,           0.0018167,             0.99744,                   1,               0.995,             0.96486,           0.0045517,           0.0028756,           0.0014877,            0.000694,            0.000694,            0.000694
                 472,            0.016067,           0.0055432,           0.0018137,             0.99744,                   1,               0.995,             0.96486,           0.0045517,           0.0028756,           0.0014877,           0.0006742,           0.0006742,           0.0006742
                 473,             0.02132,           0.0062789,           0.0018071,             0.99744,                   1,               0.995,             0.96486,           0.0049811,           0.0029111,           0.0014874,           0.0006544,           0.0006544,           0.0006544
                 474,             0.02267,           0.0060584,           0.0018956,             0.99744,                   1,               0.995,             0.96486,           0.0049811,           0.0029111,           0.0014874,           0.0006346,           0.0006346,           0.0006346
                 475,             0.01183,           0.0049901,           0.0016922,             0.99746,                   1,               0.995,              0.9656,           0.0048029,           0.0028814,           0.0014846,           0.0006148,           0.0006148,           0.0006148
                 476,            0.017095,           0.0057723,           0.0017696,             0.99746,                   1,               0.995,              0.9656,           0.0048029,           0.0028814,           0.0014846,            0.000595,            0.000595,            0.000595
                 477,            0.017435,           0.0054167,           0.0017343,             0.99744,                   1,               0.995,             0.94689,           0.0049737,           0.0028923,           0.0014712,           0.0005752,           0.0005752,           0.0005752
                 478,            0.015379,           0.0051883,            0.001709,             0.99744,                   1,               0.995,             0.94689,           0.0049737,           0.0028923,           0.0014712,           0.0005554,           0.0005554,           0.0005554
                 479,            0.012895,           0.0046039,           0.0016336,             0.99744,                   1,               0.995,             0.92046,           0.0047567,           0.0028567,           0.0014631,           0.0005356,           0.0005356,           0.0005356
                 480,            0.010441,           0.0051081,           0.0015429,             0.99744,                   1,               0.995,             0.92046,           0.0047567,           0.0028567,           0.0014631,           0.0005158,           0.0005158,           0.0005158
                 481,            0.019992,           0.0074448,           0.0019532,             0.99747,                   1,               0.995,             0.94184,           0.0046527,           0.0028422,           0.0014567,            0.000496,            0.000496,            0.000496
                 482,            0.013649,           0.0075311,           0.0017273,             0.99747,                   1,               0.995,             0.94184,           0.0046527,           0.0028422,           0.0014567,           0.0004762,           0.0004762,           0.0004762
