               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.045941,            0.011104,           0.0035499,             0.97359,                   1,               0.995,             0.65518,            0.017008,           0.0045833,           0.0029383,           0.0068716,           0.0068716,           0.0068716
                 160,            0.041074,           0.0091191,           0.0030944,             0.97359,                   1,               0.995,             0.65518,            0.017008,           0.0045833,           0.0029383,           0.0068518,           0.0068518,           0.0068518
                 161,            0.041531,           0.0090038,           0.0036988,              0.9905,                   1,               0.995,             0.65074,            0.020364,           0.0046787,           0.0028939,            0.006832,            0.006832,            0.006832
                 162,            0.045749,           0.0081406,           0.0039171,              0.9905,                   1,               0.995,             0.65074,            0.020364,           0.0046787,           0.0028939,           0.0068122,           0.0068122,           0.0068122
                 163,            0.043712,           0.0082722,           0.0033649,             0.94073,                   1,             0.99262,             0.70468,            0.017586,           0.0047723,           0.0029185,           0.0067924,           0.0067924,           0.0067924
                 164,            0.038637,           0.0090713,           0.0034174,             0.94073,                   1,             0.99262,             0.70468,            0.017586,           0.0047723,           0.0029185,           0.0067726,           0.0067726,           0.0067726
                 165,            0.049858,            0.009377,           0.0034221,             0.86969,                   1,             0.97388,             0.56261,            0.016894,           0.0047287,           0.0029195,           0.0067528,           0.0067528,           0.0067528
                 166,            0.044077,             0.01069,            0.003708,             0.86969,                   1,             0.97388,             0.56261,            0.016894,           0.0047287,           0.0029195,            0.006733,            0.006733,            0.006733
                 167,            0.030644,           0.0067688,            0.003132,             0.99596,                   1,               0.995,              0.6768,            0.016099,           0.0046139,           0.0028786,           0.0067132,           0.0067132,           0.0067132
                 168,            0.041823,           0.0092205,           0.0033072,             0.99596,                   1,               0.995,              0.6768,            0.016099,           0.0046139,           0.0028786,           0.0066934,           0.0066934,           0.0066934
                 169,            0.038848,           0.0086908,           0.0034104,             0.90262,                   1,             0.99045,             0.69558,            0.016979,           0.0047897,            0.002855,           0.0066736,           0.0066736,           0.0066736
                 170,            0.047765,            0.008126,            0.003495,             0.90262,                   1,             0.99045,             0.69558,            0.016979,           0.0047897,            0.002855,           0.0066538,           0.0066538,           0.0066538
                 171,            0.046705,            0.011236,           0.0036483,             0.99674,                   1,               0.995,             0.64254,            0.015794,           0.0047405,           0.0027841,            0.006634,            0.006634,            0.006634
                 172,            0.041342,           0.0076385,           0.0034908,             0.99674,                   1,               0.995,             0.64254,            0.015794,           0.0047405,           0.0027841,           0.0066142,           0.0066142,           0.0066142
                 173,            0.039962,            0.012063,           0.0034316,             0.99608,                   1,               0.995,              0.6791,            0.015759,            0.004367,            0.002676,           0.0065944,           0.0065944,           0.0065944
                 174,            0.040876,           0.0080354,           0.0030871,             0.99608,                   1,               0.995,              0.6791,            0.015759,            0.004367,            0.002676,           0.0065746,           0.0065746,           0.0065746
                 175,            0.042322,           0.0098339,           0.0040144,             0.90729,                   1,             0.97833,             0.64977,            0.014958,           0.0043349,           0.0026299,           0.0065548,           0.0065548,           0.0065548
                 176,            0.039594,            0.008103,           0.0028731,             0.90729,                   1,             0.97833,             0.64977,            0.014958,           0.0043349,           0.0026299,            0.006535,            0.006535,            0.006535
                 177,            0.040247,           0.0096793,           0.0030365,             0.91662,                   1,               0.995,             0.62847,            0.018863,           0.0046386,            0.002654,           0.0065152,           0.0065152,           0.0065152
                 178,            0.034344,           0.0081368,           0.0031049,             0.91662,                   1,               0.995,             0.62847,            0.018863,           0.0046386,            0.002654,           0.0064954,           0.0064954,           0.0064954
                 179,            0.035772,            0.010275,           0.0032124,             0.90828,                   1,               0.995,             0.72282,            0.015146,           0.0042822,           0.0026814,           0.0064756,           0.0064756,           0.0064756
                 180,            0.036926,           0.0091127,           0.0031946,             0.90828,                   1,               0.995,             0.72282,            0.015146,           0.0042822,           0.0026814,           0.0064558,           0.0064558,           0.0064558
                 181,            0.039242,           0.0097753,           0.0032196,             0.91103,                   1,               0.995,             0.77265,            0.019429,           0.0045761,           0.0027462,            0.006436,            0.006436,            0.006436
                 182,            0.042088,           0.0078196,           0.0033303,             0.91103,                   1,               0.995,             0.77265,            0.019429,           0.0045761,           0.0027462,           0.0064162,           0.0064162,           0.0064162
                 183,            0.040038,            0.010219,           0.0032124,             0.99706,                   1,               0.995,             0.76294,            0.014033,           0.0041067,           0.0026784,           0.0063964,           0.0063964,           0.0063964
                 184,            0.044124,            0.008302,           0.0032746,             0.99706,                   1,               0.995,             0.76294,            0.014033,           0.0041067,           0.0026784,           0.0063766,           0.0063766,           0.0063766
                 185,            0.042811,           0.0090446,           0.0030581,             0.94068,                   1,               0.995,             0.64899,            0.015391,           0.0042256,           0.0027088,           0.0063568,           0.0063568,           0.0063568
                 186,             0.04099,           0.0083646,           0.0031879,             0.94068,                   1,               0.995,             0.64899,            0.015391,           0.0042256,           0.0027088,            0.006337,            0.006337,            0.006337
                 187,            0.034723,           0.0078236,           0.0030364,             0.71423,                   1,             0.99262,             0.77938,            0.015765,           0.0042432,           0.0027016,           0.0063172,           0.0063172,           0.0063172
                 188,            0.046401,           0.0076662,           0.0030973,             0.71423,                   1,             0.99262,             0.77938,            0.015765,           0.0042432,           0.0027016,           0.0062974,           0.0062974,           0.0062974
                 189,            0.045046,           0.0089842,           0.0031707,             0.99692,                   1,               0.995,             0.72798,            0.014017,           0.0042375,            0.002649,           0.0062776,           0.0062776,           0.0062776
                 190,            0.038092,            0.010557,           0.0034289,             0.99692,                   1,               0.995,             0.72798,            0.014017,           0.0042375,            0.002649,           0.0062578,           0.0062578,           0.0062578
                 191,            0.043972,           0.0074567,            0.003172,             0.97934,                   1,               0.995,             0.79455,            0.015235,           0.0042851,           0.0026433,            0.006238,            0.006238,            0.006238
                 192,            0.035968,           0.0071394,           0.0036135,             0.97934,                   1,               0.995,             0.79455,            0.015235,           0.0042851,           0.0026433,           0.0062182,           0.0062182,           0.0062182
                 193,            0.039898,           0.0061457,            0.002907,             0.80415,                   1,             0.99024,             0.62099,            0.016047,           0.0043593,            0.002608,           0.0061984,           0.0061984,           0.0061984
                 194,             0.04136,           0.0097342,           0.0030183,             0.80415,                   1,             0.99024,             0.62099,            0.016047,           0.0043593,            0.002608,           0.0061786,           0.0061786,           0.0061786
                 195,            0.046353,             0.00816,           0.0032345,             0.99597,                   1,               0.995,             0.77462,            0.013737,           0.0043066,           0.0026557,           0.0061588,           0.0061588,           0.0061588
                 196,            0.044094,           0.0075158,           0.0033222,             0.99597,                   1,               0.995,             0.77462,            0.013737,           0.0043066,           0.0026557,            0.006139,            0.006139,            0.006139
                 197,            0.037551,           0.0086873,           0.0033864,             0.99702,                   1,               0.995,             0.77458,            0.012051,           0.0042031,           0.0026814,           0.0061192,           0.0061192,           0.0061192
                 198,            0.032934,           0.0073676,             0.00317,             0.99702,                   1,               0.995,             0.77458,            0.012051,           0.0042031,           0.0026814,           0.0060994,           0.0060994,           0.0060994
                 199,            0.037441,           0.0074192,           0.0033056,             0.99684,                   1,               0.995,             0.67079,            0.014988,           0.0044956,           0.0026333,           0.0060796,           0.0060796,           0.0060796
                 200,            0.029318,           0.0078628,           0.0030859,             0.99684,                   1,               0.995,             0.67079,            0.014988,           0.0044956,           0.0026333,           0.0060598,           0.0060598,           0.0060598
                 201,             0.02821,           0.0061973,            0.002819,             0.99692,                   1,               0.995,             0.59367,            0.016171,           0.0043704,           0.0026874,             0.00604,             0.00604,             0.00604
                 202,            0.039325,            0.011858,           0.0038101,             0.99692,                   1,               0.995,             0.59367,            0.016171,           0.0043704,           0.0026874,           0.0060202,           0.0060202,           0.0060202
                 203,            0.040328,           0.0077407,           0.0034309,              0.9965,                   1,               0.995,              0.7826,               0.014,           0.0043517,           0.0026996,           0.0060004,           0.0060004,           0.0060004
                 204,            0.031869,           0.0092888,           0.0032814,              0.9965,                   1,               0.995,              0.7826,               0.014,           0.0043517,           0.0026996,           0.0059806,           0.0059806,           0.0059806
                 205,            0.038824,           0.0082964,           0.0033035,             0.97294,                   1,               0.995,             0.58579,            0.014789,           0.0043643,           0.0026305,           0.0059608,           0.0059608,           0.0059608
                 206,            0.034999,           0.0088948,           0.0036139,             0.97294,                   1,               0.995,             0.58579,            0.014789,           0.0043643,           0.0026305,            0.005941,            0.005941,            0.005941
                 207,            0.032707,            0.009895,           0.0030392,             0.81012,                   1,             0.96545,             0.71635,            0.016717,           0.0048814,           0.0027123,           0.0059212,           0.0059212,           0.0059212
                 208,            0.034217,           0.0087604,           0.0029858,             0.81012,                   1,             0.96545,             0.71635,            0.016717,           0.0048814,           0.0027123,           0.0059014,           0.0059014,           0.0059014
                 209,             0.03493,           0.0094025,           0.0030918,             0.99631,                   1,               0.995,              0.5976,            0.017304,           0.0045896,           0.0027688,           0.0058816,           0.0058816,           0.0058816
                 210,            0.039406,           0.0080914,           0.0033151,             0.99631,                   1,               0.995,              0.5976,            0.017304,           0.0045896,           0.0027688,           0.0058618,           0.0058618,           0.0058618
                 211,            0.043412,           0.0069777,           0.0033539,             0.99678,                   1,               0.995,             0.75797,            0.010044,           0.0043572,           0.0027695,            0.005842,            0.005842,            0.005842
                 212,             0.02189,           0.0075061,           0.0028668,             0.99678,                   1,               0.995,             0.75797,            0.010044,           0.0043572,           0.0027695,           0.0058222,           0.0058222,           0.0058222
                 213,            0.029043,           0.0090511,           0.0029801,             0.99627,                   1,               0.995,             0.64738,              0.0144,           0.0044168,           0.0026597,           0.0058024,           0.0058024,           0.0058024
                 214,            0.038945,           0.0093987,           0.0028695,             0.99627,                   1,               0.995,             0.64738,              0.0144,           0.0044168,           0.0026597,           0.0057826,           0.0057826,           0.0057826
                 215,            0.037404,           0.0090358,           0.0031832,             0.73781,                   1,             0.89803,             0.58644,            0.015778,           0.0046673,           0.0027234,           0.0057628,           0.0057628,           0.0057628
                 216,            0.037393,           0.0096196,           0.0031173,             0.73781,                   1,             0.89803,             0.58644,            0.015778,           0.0046673,           0.0027234,            0.005743,            0.005743,            0.005743
                 217,            0.032082,           0.0079364,           0.0030541,             0.99555,                   1,               0.995,             0.83785,            0.015913,           0.0044508,           0.0027055,           0.0057232,           0.0057232,           0.0057232
                 218,            0.028683,            0.006327,           0.0032576,             0.99555,                   1,               0.995,             0.83785,            0.015913,           0.0044508,           0.0027055,           0.0057034,           0.0057034,           0.0057034
                 219,            0.034861,           0.0095454,           0.0030124,             0.99687,                   1,               0.995,             0.62757,            0.016891,           0.0046841,           0.0027008,           0.0056836,           0.0056836,           0.0056836
                 220,             0.03008,           0.0063084,           0.0029468,             0.99687,                   1,               0.995,             0.62757,            0.016891,           0.0046841,           0.0027008,           0.0056638,           0.0056638,           0.0056638
                 221,            0.032151,           0.0076166,           0.0030521,              0.9967,                   1,               0.995,             0.71635,            0.013089,           0.0043024,           0.0027085,            0.005644,            0.005644,            0.005644
                 222,            0.036645,           0.0090591,           0.0034574,              0.9967,                   1,               0.995,             0.71635,            0.013089,           0.0043024,           0.0027085,           0.0056242,           0.0056242,           0.0056242
                 223,            0.037772,           0.0072057,            0.003068,             0.99677,                   1,               0.995,             0.78767,             0.01259,           0.0044159,           0.0027432,           0.0056044,           0.0056044,           0.0056044
                 224,            0.033467,           0.0083119,           0.0034789,             0.99677,                   1,               0.995,             0.78767,             0.01259,           0.0044159,           0.0027432,           0.0055846,           0.0055846,           0.0055846
                 225,            0.033273,           0.0074551,           0.0032353,             0.99674,                   1,               0.995,             0.63213,            0.014923,           0.0045132,            0.002694,           0.0055648,           0.0055648,           0.0055648
                 226,            0.030959,           0.0065943,           0.0029703,             0.99674,                   1,               0.995,             0.63213,            0.014923,           0.0045132,            0.002694,            0.005545,            0.005545,            0.005545
                 227,            0.035302,           0.0075335,           0.0031857,             0.99693,                   1,               0.995,             0.80224,            0.012184,           0.0041269,           0.0026159,           0.0055252,           0.0055252,           0.0055252
                 228,            0.036782,            0.008585,           0.0033579,             0.99693,                   1,               0.995,             0.80224,            0.012184,           0.0041269,           0.0026159,           0.0055054,           0.0055054,           0.0055054
                 229,            0.032825,           0.0078462,           0.0029694,             0.99701,                   1,               0.995,             0.71776,            0.012225,           0.0042218,           0.0025837,           0.0054856,           0.0054856,           0.0054856
                 230,            0.031136,           0.0070584,           0.0031483,             0.99701,                   1,               0.995,             0.71776,            0.012225,           0.0042218,           0.0025837,           0.0054658,           0.0054658,           0.0054658
                 231,            0.035797,           0.0089985,           0.0030903,              0.9971,                   1,               0.995,             0.78959,            0.012958,           0.0041973,           0.0025896,            0.005446,            0.005446,            0.005446
                 232,            0.025141,           0.0075925,           0.0029542,              0.9971,                   1,               0.995,             0.78959,            0.012958,           0.0041973,           0.0025896,           0.0054262,           0.0054262,           0.0054262
                 233,            0.035559,             0.01157,           0.0040376,             0.99707,                   1,               0.995,             0.78055,            0.010719,           0.0039214,            0.002557,           0.0054064,           0.0054064,           0.0054064
                 234,            0.031232,           0.0085451,           0.0031447,             0.99707,                   1,               0.995,             0.78055,            0.010719,           0.0039214,            0.002557,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021668,           0.0069516,           0.0030506,             0.99716,                   1,               0.995,             0.71306,             0.01299,           0.0040642,           0.0025107,           0.0053668,           0.0053668,           0.0053668
                 236,            0.034244,           0.0077937,           0.0031771,             0.99716,                   1,               0.995,             0.71306,             0.01299,           0.0040642,           0.0025107,            0.005347,            0.005347,            0.005347
                 237,            0.028809,           0.0078216,           0.0029768,              0.9971,                   1,               0.995,             0.85369,            0.011451,           0.0039443,           0.0024625,           0.0053272,           0.0053272,           0.0053272
                 238,            0.024056,           0.0060372,           0.0027163,              0.9971,                   1,               0.995,             0.85369,            0.011451,           0.0039443,           0.0024625,           0.0053074,           0.0053074,           0.0053074
                 239,            0.027145,           0.0098605,           0.0030385,             0.99717,                   1,               0.995,             0.83741,            0.009577,            0.003641,           0.0024054,           0.0052876,           0.0052876,           0.0052876
                 240,             0.02215,           0.0073885,           0.0026755,             0.99717,                   1,               0.995,             0.83741,            0.009577,            0.003641,           0.0024054,           0.0052678,           0.0052678,           0.0052678
                 241,            0.029412,           0.0082417,           0.0032399,             0.86635,                   1,               0.995,             0.69621,            0.014596,           0.0040477,           0.0023956,            0.005248,            0.005248,            0.005248
                 242,            0.033678,           0.0090812,           0.0026755,             0.86635,                   1,               0.995,             0.69621,            0.014596,           0.0040477,           0.0023956,           0.0052282,           0.0052282,           0.0052282
                 243,            0.035543,           0.0094462,           0.0026416,             0.99711,                   1,               0.995,             0.59893,            0.015528,           0.0040404,           0.0023513,           0.0052084,           0.0052084,           0.0052084
                 244,            0.037204,           0.0076388,           0.0030486,             0.99711,                   1,               0.995,             0.59893,            0.015528,           0.0040404,           0.0023513,           0.0051886,           0.0051886,           0.0051886
                 245,            0.033899,           0.0069296,           0.0028156,             0.99704,                   1,               0.995,             0.66657,            0.013112,            0.003877,           0.0024486,           0.0051688,           0.0051688,           0.0051688
                 246,            0.029707,           0.0056801,           0.0027346,             0.99704,                   1,               0.995,             0.66657,            0.013112,            0.003877,           0.0024486,            0.005149,            0.005149,            0.005149
                 247,             0.03719,           0.0077059,           0.0028572,             0.99703,                   1,               0.995,             0.75986,            0.014885,           0.0041134,            0.002454,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02928,           0.0068615,           0.0028238,             0.99703,                   1,               0.995,             0.75986,            0.014885,           0.0041134,            0.002454,           0.0051094,           0.0051094,           0.0051094
                 249,            0.034301,           0.0082584,           0.0031546,             0.99706,                   1,               0.995,             0.63761,            0.011276,           0.0038223,           0.0024764,           0.0050896,           0.0050896,           0.0050896
                 250,            0.036683,           0.0060924,           0.0030913,             0.99706,                   1,               0.995,             0.63761,            0.011276,           0.0038223,           0.0024764,           0.0050698,           0.0050698,           0.0050698
                 251,            0.031472,            0.011283,           0.0029871,             0.99699,                   1,               0.995,             0.67032,            0.012479,           0.0039999,           0.0024858,             0.00505,             0.00505,             0.00505
                 252,            0.030918,           0.0087256,           0.0028219,             0.99699,                   1,               0.995,             0.67032,            0.012479,           0.0039999,           0.0024858,           0.0050302,           0.0050302,           0.0050302
                 253,            0.032189,           0.0082877,           0.0033403,             0.99698,                   1,               0.995,             0.78802,             0.01283,           0.0039246,           0.0025291,           0.0050104,           0.0050104,           0.0050104
                 254,             0.03709,           0.0079731,           0.0045601,             0.99698,                   1,               0.995,             0.78802,             0.01283,           0.0039246,           0.0025291,           0.0049906,           0.0049906,           0.0049906
                 255,             0.02506,           0.0067779,           0.0030631,             0.99707,                   1,               0.995,             0.79677,           0.0091615,           0.0035902,           0.0024655,           0.0049708,           0.0049708,           0.0049708
                 256,            0.035116,           0.0085749,           0.0030806,             0.99707,                   1,               0.995,             0.79677,           0.0091615,           0.0035902,           0.0024655,            0.004951,            0.004951,            0.004951
                 257,            0.036441,           0.0090746,           0.0030157,             0.99706,                   1,               0.995,             0.72512,            0.014522,            0.003968,           0.0024985,           0.0049312,           0.0049312,           0.0049312
                 258,            0.032947,            0.006906,           0.0029553,             0.99706,                   1,               0.995,             0.72512,            0.014522,            0.003968,           0.0024985,           0.0049114,           0.0049114,           0.0049114
                 259,            0.035943,            0.010061,           0.0034613,             0.99568,                   1,               0.995,             0.61416,            0.011883,           0.0038132,           0.0025006,           0.0048916,           0.0048916,           0.0048916
                 260,            0.041329,            0.004989,           0.0029641,             0.99568,                   1,               0.995,             0.61416,            0.011883,           0.0038132,           0.0025006,           0.0048718,           0.0048718,           0.0048718
                 261,            0.037277,           0.0091147,           0.0030586,             0.99703,                   1,               0.995,             0.87124,             0.01187,           0.0038858,           0.0025083,            0.004852,            0.004852,            0.004852
                 262,            0.043656,           0.0070813,            0.003183,             0.99703,                   1,               0.995,             0.87124,             0.01187,           0.0038858,           0.0025083,           0.0048322,           0.0048322,           0.0048322
                 263,             0.03221,           0.0068731,           0.0032138,             0.99708,                   1,               0.995,             0.66312,            0.012818,           0.0039619,           0.0025104,           0.0048124,           0.0048124,           0.0048124
                 264,            0.030563,           0.0095797,           0.0032006,             0.99708,                   1,               0.995,             0.66312,            0.012818,           0.0039619,           0.0025104,           0.0047926,           0.0047926,           0.0047926
                 265,            0.020716,           0.0059482,            0.002842,             0.99714,                   1,               0.995,             0.82006,            0.011764,           0.0038474,           0.0024854,           0.0047728,           0.0047728,           0.0047728
                 266,             0.04139,           0.0076562,           0.0044851,             0.99714,                   1,               0.995,             0.82006,            0.011764,           0.0038474,           0.0024854,            0.004753,            0.004753,            0.004753
                 267,            0.035833,           0.0081564,           0.0034022,             0.99719,                   1,               0.995,             0.67332,             0.01496,           0.0041177,           0.0024556,           0.0047332,           0.0047332,           0.0047332
                 268,            0.036602,           0.0090306,           0.0033811,             0.99719,                   1,               0.995,             0.67332,             0.01496,           0.0041177,           0.0024556,           0.0047134,           0.0047134,           0.0047134
                 269,            0.034586,           0.0093129,           0.0036187,             0.99713,                   1,               0.995,             0.80466,            0.010239,           0.0036921,           0.0024714,           0.0046936,           0.0046936,           0.0046936
                 270,            0.030946,           0.0063098,           0.0031629,             0.99713,                   1,               0.995,             0.80466,            0.010239,           0.0036921,           0.0024714,           0.0046738,           0.0046738,           0.0046738
                 271,            0.032716,           0.0078483,           0.0032751,              0.9971,                   1,               0.995,             0.61899,            0.014114,           0.0040021,           0.0024721,            0.004654,            0.004654,            0.004654
                 272,            0.031299,           0.0085013,           0.0034184,              0.9971,                   1,               0.995,             0.61899,            0.014114,           0.0040021,           0.0024721,           0.0046342,           0.0046342,           0.0046342
                 273,            0.030759,           0.0069141,           0.0029749,             0.99713,                   1,               0.995,              0.8401,           0.0079586,           0.0036414,           0.0024865,           0.0046144,           0.0046144,           0.0046144
                 274,            0.025535,           0.0077572,           0.0033962,             0.99713,                   1,               0.995,              0.8401,           0.0079586,           0.0036414,           0.0024865,           0.0045946,           0.0045946,           0.0045946
                 275,            0.026645,           0.0085059,           0.0035948,             0.99709,                   1,               0.995,             0.78252,            0.009349,           0.0036493,            0.002423,           0.0045748,           0.0045748,           0.0045748
                 276,            0.022717,           0.0062888,           0.0028347,             0.99709,                   1,               0.995,             0.78252,            0.009349,           0.0036493,            0.002423,            0.004555,            0.004555,            0.004555
                 277,            0.026745,            0.007698,           0.0028881,             0.99713,                   1,               0.995,              0.6968,            0.011814,           0.0038127,           0.0023867,           0.0045352,           0.0045352,           0.0045352
                 278,            0.024957,           0.0066434,           0.0027782,             0.99713,                   1,               0.995,              0.6968,            0.011814,           0.0038127,           0.0023867,           0.0045154,           0.0045154,           0.0045154
                 279,            0.030503,           0.0088729,           0.0037389,             0.99711,                   1,               0.995,             0.82179,           0.0091636,            0.003615,           0.0023411,           0.0044956,           0.0044956,           0.0044956
                 280,            0.023571,            0.007058,           0.0026424,             0.99711,                   1,               0.995,             0.82179,           0.0091636,            0.003615,           0.0023411,           0.0044758,           0.0044758,           0.0044758
                 281,            0.028888,           0.0079429,            0.003097,              0.9971,                   1,               0.995,             0.76019,            0.010549,           0.0037562,           0.0023133,            0.004456,            0.004456,            0.004456
                 282,            0.031964,            0.007925,           0.0032041,              0.9971,                   1,               0.995,             0.76019,            0.010549,           0.0037562,           0.0023133,           0.0044362,           0.0044362,           0.0044362
                 283,            0.028227,           0.0081636,           0.0028697,              0.9972,                   1,               0.995,             0.79529,            0.010362,           0.0038352,            0.002293,           0.0044164,           0.0044164,           0.0044164
                 284,            0.026607,            0.007245,           0.0026212,              0.9972,                   1,               0.995,             0.79529,            0.010362,           0.0038352,            0.002293,           0.0043966,           0.0043966,           0.0043966
                 285,             0.03074,           0.0090784,            0.002896,             0.99723,                   1,               0.995,             0.83695,           0.0092741,           0.0037536,           0.0022266,           0.0043768,           0.0043768,           0.0043768
                 286,             0.03045,           0.0076234,           0.0026696,             0.99723,                   1,               0.995,             0.83695,           0.0092741,           0.0037536,           0.0022266,            0.004357,            0.004357,            0.004357
                 287,            0.026667,           0.0093446,           0.0026395,             0.99726,                   1,               0.995,             0.84881,            0.011841,           0.0038687,           0.0021606,           0.0043372,           0.0043372,           0.0043372
                 288,            0.036062,           0.0064573,           0.0026417,             0.99726,                   1,               0.995,             0.84881,            0.011841,           0.0038687,           0.0021606,           0.0043174,           0.0043174,           0.0043174
                 289,            0.025088,           0.0066722,           0.0026591,             0.99721,                   1,               0.995,             0.65026,            0.015127,           0.0039006,           0.0021504,           0.0042976,           0.0042976,           0.0042976
                 290,            0.028458,           0.0078573,           0.0026601,             0.99721,                   1,               0.995,             0.65026,            0.015127,           0.0039006,           0.0021504,           0.0042778,           0.0042778,           0.0042778
                 291,            0.033669,            0.008984,           0.0028543,             0.99723,                   1,               0.995,             0.77539,            0.010289,           0.0034758,           0.0021432,            0.004258,            0.004258,            0.004258
                 292,            0.032317,           0.0080996,           0.0028988,             0.99723,                   1,               0.995,             0.77539,            0.010289,           0.0034758,           0.0021432,           0.0042382,           0.0042382,           0.0042382
                 293,            0.027075,           0.0090044,           0.0026312,             0.99715,                   1,               0.995,             0.72391,            0.011449,           0.0037487,           0.0021049,           0.0042184,           0.0042184,           0.0042184
                 294,            0.027474,           0.0067168,           0.0024341,             0.99715,                   1,               0.995,             0.72391,            0.011449,           0.0037487,           0.0021049,           0.0041986,           0.0041986,           0.0041986
                 295,            0.029345,           0.0089517,           0.0028154,             0.99709,                   1,               0.995,             0.73426,            0.012976,           0.0039586,           0.0021766,           0.0041788,           0.0041788,           0.0041788
                 296,            0.024747,           0.0080068,           0.0026643,             0.99709,                   1,               0.995,             0.73426,            0.012976,           0.0039586,           0.0021766,            0.004159,            0.004159,            0.004159
                 297,            0.027906,           0.0083969,           0.0025865,             0.99716,                   1,               0.995,             0.81212,           0.0086555,           0.0035938,           0.0021852,           0.0041392,           0.0041392,           0.0041392
                 298,            0.030614,           0.0071474,           0.0027105,             0.99716,                   1,               0.995,             0.81212,           0.0086555,           0.0035938,           0.0021852,           0.0041194,           0.0041194,           0.0041194
                 299,            0.027636,           0.0075116,           0.0027113,             0.99714,                   1,               0.995,             0.92407,           0.0094608,           0.0035482,           0.0022093,           0.0040996,           0.0040996,           0.0040996
                 300,            0.023648,           0.0066379,           0.0026184,             0.99714,                   1,               0.995,             0.92407,           0.0094608,           0.0035482,           0.0022093,           0.0040798,           0.0040798,           0.0040798
                 301,            0.021941,           0.0078398,           0.0027821,             0.99718,                   1,               0.995,             0.84883,            0.011783,           0.0038781,           0.0022276,             0.00406,             0.00406,             0.00406
                 302,            0.029642,           0.0090988,           0.0026461,             0.99718,                   1,               0.995,             0.84883,            0.011783,           0.0038781,           0.0022276,           0.0040402,           0.0040402,           0.0040402
                 303,            0.032153,           0.0066371,           0.0028118,             0.99714,                   1,               0.995,             0.74896,            0.012142,           0.0038638,           0.0022275,           0.0040204,           0.0040204,           0.0040204
                 304,            0.029822,           0.0088324,           0.0028344,             0.99714,                   1,               0.995,             0.74896,            0.012142,           0.0038638,           0.0022275,           0.0040006,           0.0040006,           0.0040006
                 305,             0.01939,           0.0061723,           0.0026445,             0.99708,                   1,               0.995,             0.93409,           0.0079392,           0.0035098,           0.0022166,           0.0039808,           0.0039808,           0.0039808
                 306,             0.02182,            0.006876,           0.0026965,             0.99708,                   1,               0.995,             0.93409,           0.0079392,           0.0035098,           0.0022166,            0.003961,            0.003961,            0.003961
                 307,             0.02269,           0.0077579,           0.0028798,             0.99711,                   1,               0.995,             0.78498,            0.010413,           0.0037045,           0.0022238,           0.0039412,           0.0039412,           0.0039412
                 308,            0.033937,           0.0085522,           0.0027986,             0.99711,                   1,               0.995,             0.78498,            0.010413,           0.0037045,           0.0022238,           0.0039214,           0.0039214,           0.0039214
                 309,            0.021229,           0.0049857,           0.0025019,             0.99707,                   1,               0.995,             0.83775,            0.010532,           0.0036326,            0.002202,           0.0039016,           0.0039016,           0.0039016
                 310,            0.028006,           0.0060151,           0.0025147,             0.99707,                   1,               0.995,             0.83775,            0.010532,           0.0036326,            0.002202,           0.0038818,           0.0038818,           0.0038818
                 311,            0.031809,           0.0057242,           0.0027621,             0.99709,                   1,               0.995,             0.81513,            0.012482,           0.0039163,           0.0022065,            0.003862,            0.003862,            0.003862
                 312,            0.029802,           0.0089119,           0.0026462,             0.99709,                   1,               0.995,             0.81513,            0.012482,           0.0039163,           0.0022065,           0.0038422,           0.0038422,           0.0038422
                 313,            0.021207,           0.0061805,            0.002318,             0.99713,                   1,               0.995,             0.84283,            0.008927,           0.0034986,           0.0022146,           0.0038224,           0.0038224,           0.0038224
                 314,            0.022965,           0.0084543,            0.002658,             0.99713,                   1,               0.995,             0.84283,            0.008927,           0.0034986,           0.0022146,           0.0038026,           0.0038026,           0.0038026
                 315,            0.032472,           0.0060202,           0.0027082,             0.99716,                   1,               0.995,             0.82065,            0.010363,           0.0037364,           0.0021927,           0.0037828,           0.0037828,           0.0037828
                 316,            0.030104,            0.005725,           0.0030633,             0.99716,                   1,               0.995,             0.82065,            0.010363,           0.0037364,           0.0021927,            0.003763,            0.003763,            0.003763
                 317,             0.03508,           0.0066349,           0.0032148,             0.99721,                   1,               0.995,             0.85687,           0.0092069,           0.0035808,           0.0021973,           0.0037432,           0.0037432,           0.0037432
                 318,            0.016798,           0.0064429,           0.0024133,             0.99721,                   1,               0.995,             0.85687,           0.0092069,           0.0035808,           0.0021973,           0.0037234,           0.0037234,           0.0037234
                 319,            0.022536,           0.0082164,            0.002557,             0.99713,                   1,               0.995,             0.88866,           0.0074635,           0.0034128,           0.0021787,           0.0037036,           0.0037036,           0.0037036
                 320,            0.022626,           0.0092424,           0.0025355,             0.99713,                   1,               0.995,             0.88866,           0.0074635,           0.0034128,           0.0021787,           0.0036838,           0.0036838,           0.0036838
                 321,            0.023327,           0.0083326,           0.0025012,             0.99526,                   1,               0.995,              0.6941,            0.012257,           0.0037061,           0.0021688,            0.003664,            0.003664,            0.003664
